newusers,eventcount,totalusers,conversions,totalrevenue,devicecategory,engagementrate,engagedsessions,date
407,1974,447,0,0,mobile,0.49044586,231,17/05/24
27,115,28,0,0,tablet,0.607142857,17,17/05/24
116,1437,140,0,0,desktop,0.715151515,118,18/05/24
456,2277,487,0,0,mobile,0.444656489,233,18/05/24
19,81,19,0,0,tablet,0.578947368,11,18/05/24
126,1055,144,0,0,desktop,0.75,114,19/05/24
420,2180,458,0,0,mobile,0.50712831,249,19/05/24
1,3,1,0,0,smart tv,0,0,19/05/24
26,148,28,0,0,tablet,0.516129032,16,19/05/24
148,1286,180,0,0,desktop,0.656410256,128,20/05/24
407,2266,448,0,0,mobile,0.467505241,223,20/05/24
23,157,24,0,0,tablet,0.541666667,13,20/05/24
200,1959,239,0,0,desktop,0.639575972,181,21/05/24
385,2206,424,0,0,mobile,0.513043478,236,21/05/24
13,87,14,0,0,tablet,0.5,8,21/05/24
181,1676,220,0,0,desktop,0.674418605,174,22/05/24
333,1864,359,0,0,mobile,0.550913838,211,22/05/24
1,3,1,0,0,smart tv,0,0,22/05/24
12,79,13,0,0,tablet,0.666666667,10,22/05/24
224,1974,258,0,0,desktop,0.696245734,204,23/05/24
351,1899,384,0,0,mobile,0.51536643,218,23/05/24
15,102,17,0,0,tablet,0.647058824,11,23/05/24
178,1997,219,0,0,desktop,0.648221344,164,24/05/24
297,1721,334,0,0,mobile,0.5,186,24/05/24
11,71,15,0,0,tablet,0.666666667,10,24/05/24
130,1329,151,0,0,desktop,0.698863636,123,25/05/24
399,2390,439,0,0,mobile,0.609243697,290,25/05/24
18,78,21,0,0,tablet,0.571428571,12,25/05/24
116,1327,141,0,0,desktop,0.696774194,108,26/05/24
382,2150,409,0,0,mobile,0.555555556,245,26/05/24
15,86,18,0,0,tablet,0.526315789,10,26/05/24
229,2448,273,0,0,desktop,0.717948718,224,27/05/24
388,2279,438,0,0,mobile,0.565957447,266,27/05/24
22,108,24,0,0,tablet,0.56,14,27/05/24
235,2384,283,0,0,desktop,0.695924765,222,28/05/24
400,2429,440,0,0,mobile,0.610169492,288,28/05/24
18,122,21,0,0,tablet,0.5,11,28/05/24
221,1910,269,0,0,desktop,0.668965517,194,29/05/24
414,2318,448,0,0,mobile,0.542168675,270,29/05/24
13,72,15,0,0,tablet,0.6,9,29/05/24
217,2035,275,0,0,desktop,0.683006536,209,30/05/24
353,1843,389,0,0,mobile,0.48,204,30/05/24
17,113,19,0,0,tablet,0.619047619,13,30/05/24
296,5053,332,0,0,desktop,0.699186992,172,31/05/24
342,1860,374,0,0,mobile,0.511278195,204,31/05/24
16,154,21,0,0,tablet,0.52,13,31/05/24
121,1177,143,0,0,desktop,0.735849057,117,01/06/24
360,1920,377,0,0,mobile,0.559701493,225,01/06/24
22,139,25,0,0,tablet,0.75,21,01/06/24
135,1213,153,0,0,desktop,0.729885057,127,02/06/24
401,1984,429,0,0,mobile,0.530434783,244,02/06/24
16,73,17,0,0,tablet,0.705882353,12,02/06/24
220,2016,253,0,0,desktop,0.684027778,197,03/06/24
425,2349,461,0,0,mobile,0.562372188,275,03/06/24
20,138,21,0,0,tablet,0.681818182,15,03/06/24
226,2116,271,0,0,desktop,0.71197411,220,04/06/24
414,2380,460,0,0,mobile,0.522540984,255,04/06/24
18,77,23,0,0,tablet,0.375,9,04/06/24
182,1770,225,0,0,desktop,0.71484375,183,05/06/24
392,2044,420,0,0,mobile,0.525727069,235,05/06/24
17,117,18,0,0,tablet,0.894736842,17,05/06/24
194,2098,242,0,0,desktop,0.721189591,194,06/06/24
369,2386,416,0,0,mobile,0.566079295,257,06/06/24
20,119,22,0,0,tablet,0.52173913,12,06/06/24
200,2229,246,0,0,desktop,0.688581315,199,07/06/24
358,2116,396,0,0,mobile,0.554272517,240,07/06/24
20,129,22,0,0,tablet,0.708333333,17,07/06/24
134,1392,154,0,0,desktop,0.718390805,125,08/06/24
373,2288,410,0,0,mobile,0.590604027,264,08/06/24
17,87,18,0,0,tablet,0.666666667,14,08/06/24
155,1345,180,0,0,desktop,0.71,142,09/06/24
432,2509,462,0,0,mobile,0.60483871,300,09/06/24
26,115,26,0,0,tablet,0.777777778,21,09/06/24
251,2381,307,0,0,desktop,0.647540984,237,10/06/24
379,2105,414,0,0,mobile,0.513978495,239,10/06/24
14,88,15,0,0,tablet,0.75,12,10/06/24
204,2611,262,0,0,desktop,0.661237785,203,11/06/24
361,2306,405,0,0,mobile,0.59030837,268,11/06/24
16,97,18,0,0,tablet,0.631578947,12,11/06/24
205,2117,251,0,0,desktop,0.658536585,189,12/06/24
360,1920,386,0,0,mobile,0.545238095,229,12/06/24
1,4,1,0,0,smart tv,1,1,12/06/24
14,94,16,0,0,tablet,0.647058824,11,12/06/24
195,2036,246,0,0,desktop,0.646853147,185,13/06/24
328,1869,365,0,0,mobile,0.539240506,213,13/06/24
15,98,18,0,0,tablet,0.722222222,13,13/06/24
155,1719,194,0,0,desktop,0.681034483,158,14/06/24
351,1915,385,0,0,mobile,0.531615925,227,14/06/24
10,73,12,0,0,tablet,0.846153846,11,14/06/24
117,1190,136,0,0,desktop,0.738255034,110,15/06/24
367,2073,403,0,0,mobile,0.569160998,251,15/06/24
8,98,10,0,0,tablet,0.75,9,15/06/24
125,1564,158,0,0,desktop,0.702857143,123,16/06/24
321,1813,347,0,0,mobile,0.548812665,208,16/06/24
22,134,23,0,0,tablet,0.76,19,16/06/24
226,2026,261,0,0,desktop,0.663299663,197,17/06/24
342,1872,383,0,0,mobile,0.546511628,235,17/06/24
16,185,20,0,0,tablet,0.727272727,16,17/06/24
185,1622,227,0,0,desktop,0.725490196,185,18/06/24
338,2023,376,0,0,mobile,0.556097561,228,18/06/24
19,138,20,0,0,tablet,0.65,13,18/06/24
211,1817,259,0,0,desktop,0.638513514,189,19/06/24
346,2075,385,0,0,mobile,0.488372093,210,19/06/24
18,121,21,0,0,tablet,0.545454545,12,19/06/24
206,1667,243,0,0,desktop,0.692883895,185,20/06/24
340,1795,376,0,0,mobile,0.491566265,204,20/06/24
14,135,18,0,0,tablet,0.736842105,14,20/06/24
213,2014,245,0,0,desktop,0.689285714,193,21/06/24
380,2273,401,0,0,mobile,0.5,225,21/06/24
15,67,15,0,0,tablet,0.533333333,8,21/06/24
137,1315,166,0,0,desktop,0.659685864,126,22/06/24
404,2193,427,0,0,mobile,0.543710021,255,22/06/24
19,143,21,0,0,tablet,0.727272727,16,22/06/24
172,1467,198,0,0,desktop,0.731481481,158,23/06/24
403,2434,441,0,0,mobile,0.588842975,285,23/06/24
25,149,27,0,0,tablet,0.607142857,17,23/06/24
216,2283,276,0,0,desktop,0.675840979,221,24/06/24
330,1863,367,0,0,mobile,0.5125,205,24/06/24
19,129,20,0,0,tablet,0.681818182,15,24/06/24
204,1896,243,0,0,desktop,0.611888112,175,25/06/24
365,1857,401,0,0,mobile,0.509174312,222,25/06/24
19,128,19,0,0,tablet,0.666666667,14,25/06/24
204,1994,249,0,0,desktop,0.670103093,195,26/06/24
337,2219,380,0,0,mobile,0.494089835,209,26/06/24
20,82,21,0,0,tablet,0.523809524,11,26/06/24
174,2119,219,0,0,desktop,0.696969697,184,27/06/24
346,1878,385,0,0,mobile,0.503579952,211,27/06/24
19,280,23,0,0,tablet,0.655172414,19,27/06/24
175,1888,218,0,0,desktop,0.6875,176,28/06/24
303,1626,340,0,0,mobile,0.414893617,156,28/06/24
22,160,24,0,0,tablet,0.708333333,17,28/06/24
115,1097,131,0,0,desktop,0.710526316,108,29/06/24
416,2256,442,0,0,mobile,0.526422764,259,29/06/24
15,114,19,0,0,tablet,0.619047619,13,29/06/24
122,1015,149,0,0,desktop,0.666666667,108,30/06/24
353,1957,380,0,0,mobile,0.476190476,200,30/06/24
11,72,12,0,0,tablet,0.692307692,9,30/06/24
145,1547,167,0,0,desktop,0.656084656,124,01/07/24
330,1680,360,0,0,mobile,0.515544041,199,01/07/24
17,75,17,0,0,tablet,0.588235294,10,01/07/24
226,2230,275,0,0,desktop,0.70977918,225,02/07/24
392,2223,424,0,0,mobile,0.537154989,253,02/07/24
20,146,21,0,0,tablet,0.68,17,02/07/24
224,2661,275,0,0,desktop,0.691823899,220,03/07/24
366,2284,402,0,0,mobile,0.524886878,232,03/07/24
23,149,26,0,0,tablet,0.5,15,03/07/24
185,1826,231,0,0,desktop,0.71484375,183,04/07/24
340,2017,369,0,0,mobile,0.486075949,192,04/07/24
16,100,22,0,0,tablet,0.458333333,11,04/07/24
206,2102,240,0,0,desktop,0.657142857,184,05/07/24
351,2063,393,0,0,mobile,0.516629712,233,05/07/24
18,107,20,0,0,tablet,0.619047619,13,05/07/24
130,1293,159,0,0,desktop,0.720930233,124,06/07/24
394,2532,433,0,0,mobile,0.537037037,261,06/07/24
8,54,11,0,0,tablet,0.727272727,8,06/07/24
124,1324,149,0,0,desktop,0.776397516,125,07/07/24
419,2347,456,0,0,mobile,0.496957404,245,07/07/24
13,63,13,0,0,tablet,0.642857143,9,07/07/24
239,2692,300,0,0,desktop,0.679525223,229,08/07/24
402,2696,446,0,0,mobile,0.554878049,273,08/07/24
15,188,19,0,0,tablet,0.75,15,08/07/24
203,1789,247,0,0,desktop,0.644128114,181,09/07/24
428,2493,462,0,0,mobile,0.489151874,248,09/07/24
16,72,19,0,0,tablet,0.631578947,12,09/07/24
216,2004,260,0,0,desktop,0.702341137,210,10/07/24
367,2267,414,0,0,mobile,0.50547046,231,10/07/24
25,126,28,0,0,tablet,0.517241379,15,10/07/24
221,2470,271,0,0,desktop,0.66984127,211,11/07/24
395,2314,426,0,0,mobile,0.556485356,266,11/07/24
10,61,14,0,0,tablet,0.733333333,11,11/07/24
187,1890,222,0,0,desktop,0.672,168,12/07/24
339,2305,374,0,0,mobile,0.530232558,228,12/07/24
24,106,25,0,0,tablet,0.62962963,17,12/07/24
129,1188,151,0,0,desktop,0.691358025,112,13/07/24
389,2163,428,0,0,mobile,0.501066098,235,13/07/24
21,188,22,0,0,tablet,0.739130435,17,13/07/24
117,1161,140,0,0,desktop,0.718120805,107,14/07/24
371,1972,400,0,0,mobile,0.515151515,221,14/07/24
11,72,12,0,0,tablet,0.75,9,14/07/24
248,2800,305,0,0,desktop,0.672222222,242,15/07/24
344,1976,381,0,0,mobile,0.522248244,223,15/07/24
16,89,17,0,0,tablet,0.555555556,10,15/07/24
222,2345,271,0,0,desktop,0.67721519,214,16/07/24
364,2032,396,0,0,mobile,0.538461538,231,16/07/24
17,95,19,0,0,tablet,0.428571429,9,16/07/24
216,2248,264,0,0,desktop,0.682432432,202,17/07/24
372,2299,399,0,0,mobile,0.510158014,226,17/07/24
20,191,23,0,0,tablet,0.625,15,17/07/24
192,1839,234,0,0,desktop,0.687732342,185,18/07/24
389,2368,436,0,0,mobile,0.510504202,243,18/07/24
20,118,22,0,0,tablet,0.652173913,15,18/07/24
157,1363,183,0,0,desktop,0.710784314,145,19/07/24
364,2093,385,0,0,mobile,0.538834951,222,19/07/24
13,114,15,0,0,tablet,0.5625,9,19/07/24
127,1112,149,0,0,desktop,0.689440994,111,20/07/24
410,2181,452,0,0,mobile,0.472332016,239,20/07/24
9,84,10,0,0,tablet,0.818181818,9,20/07/24
130,1265,147,0,0,desktop,0.74375,119,21/07/24
410,2471,452,0,0,mobile,0.497029703,251,21/07/24
21,161,23,0,0,tablet,0.615384615,16,21/07/24
222,2321,278,0,0,desktop,0.677018634,218,22/07/24
418,2400,463,0,0,mobile,0.473684211,243,22/07/24
1,10,1,0,0,smart tv,1,1,22/07/24
11,58,14,0,0,tablet,0.466666667,7,22/07/24
229,2531,273,0,0,desktop,0.711711712,237,23/07/24
364,2174,405,0,0,mobile,0.513761468,224,23/07/24
23,146,26,0,0,tablet,0.692307692,18,23/07/24
210,2186,258,0,0,desktop,0.69205298,209,24/07/24
358,2418,416,0,0,mobile,0.520430108,242,24/07/24
0,7,1,0,0,smart tv,1,1,24/07/24
27,115,27,0,0,tablet,0.703703704,19,24/07/24
147,1948,211,0,0,desktop,0.358649789,85,25/07/24
224,1413,272,0,0,mobile,0.210702341,63,25/07/24
5,49,8,0,0,tablet,0.444444444,4,25/07/24
