region,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
British Columbia,19,19,0,353783484,0,0.727272727,16,06/07/23
Budapest,1,1,0,353783484,0,1,1,06/07/23
California,11,11,0,353783484,0,0.545454545,6,06/07/23
Canterbury,1,1,0,353783484,0,1,1,06/07/23
Capital Region of Denmark,1,1,0,353783484,0,1,1,06/07/23
Central Visayas,1,1,0,353783484,0,1,1,06/07/23
Colorado,9,10,0,353783484,0,0.4,4,06/07/23
Connecticut,2,2,0,353783484,0,0.5,1,06/07/23
Cordillera Administrative Region,1,1,0,353783484,0,1,1,06/07/23
County Dublin,1,1,0,353783484,0,0,0,06/07/23
Delaware,1,1,0,353783484,0,0,0,06/07/23
Delhi,1,1,0,353783484,0,1,1,06/07/23
Dubai,2,2,0,353783484,0,0.5,1,06/07/23
England,25,26,0,353783484,0,0.571428571,16,06/07/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,0,0,06/07/23
Florida,10,10,0,353783484,0,0.727272727,8,06/07/23
Gauteng,0,1,0,353783484,0,0,0,06/07/23
Georgia,3,3,0,353783484,0,0,0,06/07/23
Idaho,1,1,0,353783484,0,0,0,06/07/23
Ile-de-France,1,1,0,353783484,0,0,0,06/07/23
Illinois,6,6,0,353783484,0,0.666666667,4,06/07/23
Indiana,5,6,0,353783484,0,0.666666667,4,06/07/23
Iowa,3,3,0,353783484,0,0.666666667,2,06/07/23
Jurmala,0,1,0,353783484,0,0,0,06/07/23
Karnataka,1,1,0,353783484,0,0,0,06/07/23
Kentucky,5,5,0,353783484,0,0.6,3,06/07/23
KwaZulu-Natal,1,1,0,353783484,0,1,1,06/07/23
Lisbon,2,2,0,353783484,0,1,2,06/07/23
Madrid,1,1,0,353783484,0,0,0,06/07/23
Maharashtra,1,1,0,353783484,0,0,0,06/07/23
Maine,1,2,0,353783484,0,0.5,1,06/07/23
Managua,1,1,0,353783484,0,0,0,06/07/23
Manitoba,4,5,0,353783484,0,0.8,4,06/07/23
Maryland,1,1,0,353783484,0,0,0,06/07/23
Massachusetts,2,2,0,353783484,0,1,2,06/07/23
Michigan,6,6,0,353783484,0,0.25,2,06/07/23
Minnesota,2,2,0,353783484,0,0.5,1,06/07/23
Missouri,2,3,0,353783484,0,0.666666667,2,06/07/23
Montana,2,2,0,353783484,0,0.5,1,06/07/23
Navarre,1,1,0,353783484,0,1,1,06/07/23
Nebraska,1,1,0,353783484,0,0,0,06/07/23
Nelson,1,1,0,353783484,0,0,0,06/07/23
Nevada,1,1,0,353783484,0,1,1,06/07/23
New Brunswick,2,3,0,353783484,0,0.666666667,2,06/07/23
New Jersey,5,5,0,353783484,0,0.4,2,06/07/23
New Mexico,1,1,0,353783484,0,1,1,06/07/23
New South Wales,4,4,0,353783484,0,0.75,3,06/07/23
New York,6,6,0,353783484,0,0.666666667,4,06/07/23
Newfoundland and Labrador,1,1,0,353783484,0,1,1,06/07/23
North Carolina,3,4,0,353783484,0,0.25,1,06/07/23
Northern Ireland,1,2,0,353783484,0,0,0,06/07/23
Northern Ostrobothnia,1,1,0,353783484,0,0,0,06/07/23
Northwest Territories,1,1,0,353783484,0,1,1,06/07/23
Nova Scotia,5,5,0,353783484,0,0.6,3,06/07/23
Ohio,3,4,0,353783484,0,0.5,2,06/07/23
Oklahoma,0,1,0,353783484,0,0,0,06/07/23
Ontario,234,288,0,353783484,0,0.597667638,205,06/07/23
Oregon,3,3,0,353783484,0,1,3,06/07/23
Pennsylvania,7,7,0,353783484,0,0.428571429,3,06/07/23
Prince Edward Island,3,4,0,353783484,0,0.75,3,06/07/23
Quebec,38,48,0,353783484,0,0.46,23,06/07/23
Queensland,1,1,0,353783484,0,1,1,06/07/23
Rajasthan,1,1,0,353783484,0,0,0,06/07/23
Scotland,1,1,0,353783484,0,1,1,06/07/23
Sindh,1,1,0,353783484,0,1,1,06/07/23
South Dakota,1,1,0,353783484,0,1,1,06/07/23
Styria,1,1,0,353783484,0,1,1,06/07/23
Tamil Nadu,2,2,0,353783484,0,1,2,06/07/23
Tel Aviv District,1,1,0,353783484,0,1,1,06/07/23
Telangana,1,1,0,353783484,0,1,1,06/07/23
Tennessee,3,4,0,353783484,0,0.5,2,06/07/23
Texas,12,13,0,353783484,0,0.571428571,8,06/07/23
Utah,1,1,0,353783484,0,0,0,06/07/23
Uusimaa,2,2,0,353783484,0,0,0,06/07/23
Victoria,1,1,0,353783484,0,1,1,06/07/23
Virginia,6,7,0,353783484,0,0.714285714,5,06/07/23
Wales,1,1,0,353783484,0,0,0,06/07/23
Washington,7,8,0,353783484,0,0.625,5,06/07/23
West Bengal,7,10,0,353783484,0,0.642857143,9,06/07/23
West Java,1,1,0,353783484,0,0,0,06/07/23
Wisconsin,2,2,0,353783484,0,1,2,06/07/23
Wyoming,0,1,0,353783484,0,0,0,06/07/23
(not set),9,10,0,353783484,0,0.363636364,4,07/07/23
Alabama,2,2,0,353783484,0,0.5,1,07/07/23
Alberta,5,5,0,353783484,0,0.4,2,07/07/23
Arizona,2,2,0,353783484,0,1,2,07/07/23
Arkansas,2,2,0,353783484,0,1,2,07/07/23
Auckland,2,2,0,353783484,0,0,0,07/07/23
British Columbia,20,20,0,353783484,0,0.8,16,07/07/23
California,15,16,0,353783484,0,0.625,10,07/07/23
Canterbury,1,1,0,353783484,0,1,1,07/07/23
Central Division,1,1,0,353783484,0,1,1,07/07/23
Central Luzon,2,2,0,353783484,0,1,2,07/07/23
Colorado,3,3,0,353783484,0,0.333333333,1,07/07/23
Connecticut,1,1,0,353783484,0,1,1,07/07/23
County Dublin,1,1,0,353783484,0,1,1,07/07/23
Delhi,1,1,0,353783484,0,1,1,07/07/23
District of Columbia,1,1,0,353783484,0,0,0,07/07/23
England,17,18,0,353783484,0,0.473684211,9,07/07/23
Florida,11,11,0,353783484,0,0.416666667,5,07/07/23
Georgia,7,7,0,353783484,0,0.571428571,4,07/07/23
Harju County,1,1,0,353783484,0,0,0,07/07/23
Hawaii,1,1,0,353783484,0,1,1,07/07/23
Hhohho Region,1,1,0,353783484,0,0,0,07/07/23
Idaho,2,3,0,353783484,0,0.333333333,1,07/07/23
Illinois,3,3,0,353783484,0,0.666666667,2,07/07/23
Indiana,4,4,0,353783484,0,0.75,3,07/07/23
Iowa,1,1,0,353783484,0,1,1,07/07/23
Khomas Region,1,1,0,353783484,0,1,1,07/07/23
Louisiana,1,1,0,353783484,0,1,1,07/07/23
Maharashtra,2,2,0,353783484,0,0.5,1,07/07/23
Manitoba,1,2,0,353783484,0,0,0,07/07/23
Maryland,1,1,0,353783484,0,0,0,07/07/23
Massachusetts,2,2,0,353783484,0,0,0,07/07/23
Metro Manila,1,1,0,353783484,0,0,0,07/07/23
Michigan,3,3,0,353783484,0,1,3,07/07/23
Mississippi,4,4,0,353783484,0,0.5,2,07/07/23
Missouri,1,1,0,353783484,0,0,0,07/07/23
Nakhon Ratchasima,0,1,0,353783484,0,0,0,07/07/23
Nevada,2,2,0,353783484,0,0.5,1,07/07/23
New South Wales,3,3,0,353783484,0,0,0,07/07/23
New York,12,12,0,353783484,0,0.5,6,07/07/23
Newfoundland and Labrador,1,1,0,353783484,0,1,1,07/07/23
North Carolina,3,4,0,353783484,0,0.75,3,07/07/23
North Dakota,1,1,0,353783484,0,0,0,07/07/23
North Holland,1,1,0,353783484,0,0,0,07/07/23
North Rhine-Westphalia,1,1,0,353783484,0,1,1,07/07/23
Nova Scotia,4,5,0,353783484,0,0.8,4,07/07/23
Ohio,5,7,0,353783484,0,0.571428571,4,07/07/23
Oklahoma,1,1,0,353783484,0,0,0,07/07/23
Ontario,210,261,0,353783484,0,0.622775801,175,07/07/23
Oregon,1,2,0,353783484,0,0.5,1,07/07/23
Pennsylvania,5,5,0,353783484,0,0.666666667,4,07/07/23
Piedmont,1,1,0,353783484,0,0.5,1,07/07/23
Quebec,37,50,0,353783484,0,0.5,29,07/07/23
Rhode Island,1,1,0,353783484,0,1,1,07/07/23
Saskatchewan,4,6,0,353783484,0,0.333333333,2,07/07/23
Scotland,2,2,0,353783484,0,0.5,1,07/07/23
State of Parana,1,1,0,353783484,0,1,1,07/07/23
Telangana,2,2,0,353783484,0,1,2,07/07/23
Tennessee,4,7,0,353783484,0,0.285714286,2,07/07/23
Texas,9,11,0,353783484,0,0.363636364,4,07/07/23
Utah,3,3,0,353783484,0,1,3,07/07/23
Uttar Pradesh,1,1,0,353783484,0,1,1,07/07/23
Uusimaa,3,3,0,353783484,0,1,3,07/07/23
Vestfold og Telemark,1,1,0,353783484,0,1,1,07/07/23
Victoria,5,5,0,353783484,0,0.5,3,07/07/23
Virginia,8,8,0,353783484,0,0.875,7,07/07/23
Wales,1,1,0,353783484,0,1,1,07/07/23
Washington,5,6,0,353783484,0,0.833333333,5,07/07/23
West Java,0,1,0,353783484,0,0,0,07/07/23
West Virginia,2,2,0,353783484,0,0.5,1,07/07/23
Western Australia,1,1,0,353783484,0,1,1,07/07/23
Wisconsin,1,1,0,353783484,0,1,1,07/07/23
(not set),1,2,0,353783484,0,0.5,1,08/07/23
Alaska,1,1,0,353783484,0,0,0,08/07/23
Alberta,11,11,0,353783484,0,0.727272727,8,08/07/23
Ankara,0,1,0,353783484,0,0,0,08/07/23
Arizona,1,1,0,353783484,0,0,0,08/07/23
Arkansas,2,2,0,353783484,0,1,2,08/07/23
Auckland,2,2,0,353783484,0,0.5,1,08/07/23
Bali,1,1,0,353783484,0,0,0,08/07/23
Berlin,1,1,0,353783484,0,1,1,08/07/23
British Columbia,14,15,0,353783484,0,0.777777778,14,08/07/23
California,10,11,0,353783484,0,0.454545455,5,08/07/23
Colorado,3,3,0,353783484,0,0.666666667,2,08/07/23
Connecticut,1,1,0,353783484,0,1,1,08/07/23
County Dublin,1,1,0,353783484,0,1,1,08/07/23
Eastern Visayas,1,1,0,353783484,0,0,0,08/07/23
England,28,28,0,353783484,0,0.857142857,24,08/07/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,08/07/23
Florida,11,11,0,353783484,0,0.727272727,8,08/07/23
Gauteng,1,1,0,353783484,0,1,1,08/07/23
Georgia,7,8,0,353783484,0,0.75,6,08/07/23
Hawaii,1,1,0,353783484,0,0,0,08/07/23
Idaho,1,1,0,353783484,0,1,1,08/07/23
Illinois,7,7,0,353783484,0,0.625,5,08/07/23
Indiana,6,6,0,353783484,0,0.666666667,4,08/07/23
Iowa,1,1,0,353783484,0,1,1,08/07/23
Istanbul,2,2,0,353783484,0,0.5,1,08/07/23
Istria County,1,1,0,353783484,0,0,0,08/07/23
Jammu and Kashmir,2,2,0,353783484,0,0.666666667,2,08/07/23
Karnataka,1,1,0,353783484,0,1,1,08/07/23
Kentucky,5,5,0,353783484,0,0.8,4,08/07/23
Kerala,1,1,0,353783484,0,1,1,08/07/23
Limpopo,1,1,0,353783484,0,1,1,08/07/23
Lisbon,1,1,0,353783484,0,1,1,08/07/23
Louisiana,1,2,0,353783484,0,0.5,1,08/07/23
Maharashtra,1,1,0,353783484,0,0,0,08/07/23
Manitoba,5,5,0,353783484,0,0.8,4,08/07/23
Maryland,4,4,0,353783484,0,0.5,2,08/07/23
Masovian Voivodeship,1,1,0,353783484,0,1,1,08/07/23
Massachusetts,3,5,0,353783484,0,0.6,3,08/07/23
Michigan,4,4,0,353783484,0,0.75,3,08/07/23
Minnesota,7,8,0,353783484,0,0.375,3,08/07/23
Missouri,1,1,0,353783484,0,1,1,08/07/23
Nebraska,1,1,0,353783484,0,1,1,08/07/23
Nevada,2,2,0,353783484,0,0.5,1,08/07/23
New Brunswick,1,2,0,353783484,0,0.5,1,08/07/23
New Jersey,1,1,0,353783484,0,1,1,08/07/23
New South Wales,2,2,0,353783484,0,0,0,08/07/23
New York,6,7,0,353783484,0,0.571428571,4,08/07/23
Newfoundland and Labrador,1,1,0,353783484,0,1,1,08/07/23
North Carolina,5,5,0,353783484,0,1,5,08/07/23
North Dakota,1,1,0,353783484,0,0,0,08/07/23
North Holland,1,1,0,353783484,0,1,1,08/07/23
Northern Ireland,1,1,0,353783484,0,0,0,08/07/23
Nova Scotia,3,3,0,353783484,0,1,3,08/07/23
Odisha,1,1,0,353783484,0,1,1,08/07/23
Ohio,1,1,0,353783484,0,1,1,08/07/23
Oklahoma,2,2,0,353783484,0,0,0,08/07/23
Ontario,194,221,0,353783484,0,0.615702479,149,08/07/23
Oregon,3,3,0,353783484,0,0,0,08/07/23
Osaka,1,1,0,353783484,0,1,1,08/07/23
Oyo,1,1,0,353783484,0,1,1,08/07/23
Pahang,1,1,0,353783484,0,1,1,08/07/23
Pays de la Loire,1,1,0,353783484,0,1,1,08/07/23
Pennsylvania,4,4,0,353783484,0,0.75,3,08/07/23
Perak,1,1,0,353783484,0,1,2,08/07/23
Quebec,31,38,0,353783484,0,0.608695652,28,08/07/23
Rajasthan,1,1,0,353783484,0,0,0,08/07/23
South Carolina,1,4,0,353783484,0,0,0,08/07/23
South Sulawesi,1,1,0,353783484,0,0,0,08/07/23
Tennessee,1,1,0,353783484,0,1,1,08/07/23
Texas,9,9,0,353783484,0,0.888888889,8,08/07/23
Victoria,2,2,0,353783484,0,1,2,08/07/23
Virginia,14,15,0,353783484,0,0.733333333,11,08/07/23
Wales,1,3,0,353783484,0,0.333333333,1,08/07/23
Washington,6,7,0,353783484,0,0.285714286,2,08/07/23
West Virginia,2,2,0,353783484,0,1,2,08/07/23
Western Australia,1,1,0,353783484,0,0,0,08/07/23
Western Cape,1,1,0,353783484,0,0,0,08/07/23
Wisconsin,4,4,0,353783484,0,0.5,2,08/07/23
(not set),5,6,0,353783484,0,0.833333333,5,09/07/23
Abu Dhabi,1,1,0,353783484,0,1,1,09/07/23
Alabama,2,2,0,353783484,0,0.5,1,09/07/23
Alberta,10,10,0,353783484,0,0.8,8,09/07/23
Andhra Pradesh,1,1,0,353783484,0,1,1,09/07/23
Arizona,1,1,0,353783484,0,1,1,09/07/23
Auckland,2,2,0,353783484,0,1,2,09/07/23
British Columbia,10,10,0,353783484,0,0.8,8,09/07/23
Budapest,1,1,0,353783484,0,1,1,09/07/23
California,18,20,0,353783484,0,0.47826087,11,09/07/23
Colorado,4,4,0,353783484,0,0.5,2,09/07/23
Connecticut,1,1,0,353783484,0,0,0,09/07/23
County Dublin,3,3,0,353783484,0,0.666666667,2,09/07/23
England,29,29,0,353783484,0,0.896551724,26,09/07/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,09/07/23
Florida,11,12,0,353783484,0,0.583333333,7,09/07/23
Gauteng,1,1,0,353783484,0,1,1,09/07/23
Georgia,8,8,0,353783484,0,0.75,6,09/07/23
Goa,1,1,0,353783484,0,0,0,09/07/23
Hawaii,2,2,0,353783484,0,1,2,09/07/23
Hessen,1,1,0,353783484,0,1,1,09/07/23
Idaho,2,2,0,353783484,0,0.5,1,09/07/23
Ile-de-France,1,1,0,353783484,0,1,1,09/07/23
Illinois,13,13,0,353783484,0,0.615384615,8,09/07/23
Indiana,4,5,0,353783484,0,0.8,4,09/07/23
Iowa,6,6,0,353783484,0,1,6,09/07/23
Kansas,1,1,0,353783484,0,1,1,09/07/23
Karnataka,1,1,0,353783484,0,1,1,09/07/23
Kentucky,1,1,0,353783484,0,0,0,09/07/23
Kerala,2,2,0,353783484,0,0.5,1,09/07/23
Khyber Pakhtunkhwa,1,1,0,353783484,0,0,0,09/07/23
Lesser Poland Voivodeship,1,1,0,353783484,0,0,0,09/07/23
Lombardy,1,1,0,353783484,0,1,1,09/07/23
Maharashtra,2,2,0,353783484,0,1,2,09/07/23
Maine,2,2,0,353783484,0,1,2,09/07/23
Manitoba,1,1,0,353783484,0,1,1,09/07/23
Maryland,3,3,0,353783484,0,1,3,09/07/23
Maseru,1,1,0,353783484,0,1,1,09/07/23
Metro Manila,1,1,0,353783484,0,1,1,09/07/23
Michigan,6,6,0,353783484,0,0.5,3,09/07/23
Minnesota,3,3,0,353783484,0,1,3,09/07/23
Mississippi,2,2,0,353783484,0,1,2,09/07/23
Missouri,2,3,0,353783484,0,0.666666667,2,09/07/23
Nairobi County,1,1,0,353783484,0,0,0,09/07/23
Nebraska,0,1,0,353783484,0,1,1,09/07/23
New Brunswick,1,2,0,353783484,0,0.5,1,09/07/23
New Jersey,3,3,0,353783484,0,0.666666667,2,09/07/23
New Mexico,2,2,0,353783484,0,0.5,1,09/07/23
New South Wales,3,3,0,353783484,0,0.666666667,2,09/07/23
New York,11,11,0,353783484,0,0.5,6,09/07/23
Newfoundland and Labrador,1,1,0,353783484,0,1,1,09/07/23
North Carolina,5,5,0,353783484,0,0.4,2,09/07/23
North Dakota,1,2,0,353783484,0,0.5,1,09/07/23
Nova Scotia,3,3,0,353783484,0,0.5,2,09/07/23
Ohio,1,1,0,353783484,0,1,1,09/07/23
Ontario,165,202,0,353783484,0,0.665236052,155,09/07/23
Oregon,2,2,0,353783484,0,0.5,1,09/07/23
Oslo,1,1,0,353783484,0,1,1,09/07/23
Pennsylvania,5,5,0,353783484,0,0.8,4,09/07/23
Punjab,1,1,0,353783484,0,0,0,09/07/23
Quebec,24,36,0,353783484,0,0.567567568,21,09/07/23
Queensland,2,2,0,353783484,0,0.5,1,09/07/23
Quintana Roo,0,1,0,353783484,0,0,0,09/07/23
Saskatchewan,2,2,0,353783484,0,0.5,1,09/07/23
Scotland,1,1,0,353783484,0,1,1,09/07/23
Selangor,1,1,0,353783484,0,0,0,09/07/23
South Dakota,1,1,0,353783484,0,0,0,09/07/23
St. Andrew Parish,1,1,0,353783484,0,1,1,09/07/23
Telangana,0,1,0,353783484,0,1,1,09/07/23
Tennessee,4,4,0,353783484,0,0.75,3,09/07/23
Texas,12,15,0,353783484,0,0.4375,7,09/07/23
Utah,2,2,0,353783484,0,0,0,09/07/23
Uttar Pradesh,2,2,0,353783484,0,0,0,09/07/23
Varna,1,1,0,353783484,0,0,0,09/07/23
Vaud,1,1,0,353783484,0,0,0,09/07/23
Virginia,12,13,0,353783484,0,0.571428571,8,09/07/23
Washington,5,5,0,353783484,0,0.6,3,09/07/23
West Java,0,1,0,353783484,0,0,0,09/07/23
West Virginia,2,2,0,353783484,0,0.5,1,09/07/23
Western Cape,2,2,0,353783484,0,0.5,1,09/07/23
Wisconsin,4,4,0,353783484,0,0.25,1,09/07/23
(not set),4,4,0,353783484,0,0.4,2,10/07/23
Alabama,1,1,0,353783484,0,1,1,10/07/23
Alberta,13,13,0,353783484,0,0.769230769,10,10/07/23
Amman Governorate,1,1,0,353783484,0,1,1,10/07/23
Arizona,4,4,0,353783484,0,0.75,3,10/07/23
Arkansas,2,3,0,353783484,0,0.666666667,2,10/07/23
Auckland,1,1,0,353783484,0,0,0,10/07/23
Bavaria,2,2,0,353783484,0,1,2,10/07/23
British Columbia,18,19,0,353783484,0,0.681818182,15,10/07/23
California,15,16,0,353783484,0,0.388888889,7,10/07/23
Capital Region of Denmark,1,1,0,353783484,0,0,0,10/07/23
Casablanca-Settat,1,2,0,353783484,0,0.333333333,1,10/07/23
Central Region,1,1,0,353783484,0,0.5,1,10/07/23
Colorado,4,4,0,353783484,0,0.5,2,10/07/23
Community of Madrid,1,1,0,353783484,0,1,1,10/07/23
Connecticut,2,2,0,353783484,0,0.5,1,10/07/23
County Dublin,2,2,0,353783484,0,1,2,10/07/23
County Wexford,1,1,0,353783484,0,1,1,10/07/23
Delaware,1,1,0,353783484,0,1,1,10/07/23
Dhaka Division,2,2,0,353783484,0,1,2,10/07/23
Doha,1,1,0,353783484,0,0.5,1,10/07/23
England,31,31,0,353783484,0,0.514285714,18,10/07/23
Evora District,0,1,0,353783484,0,0,0,10/07/23
Federal Capital Territory,1,1,0,353783484,0,1,1,10/07/23
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,10/07/23
Florida,8,8,0,353783484,0,0.625,5,10/07/23
Gauteng,1,1,0,353783484,0,1,1,10/07/23
Georgia,9,9,0,353783484,0,0.777777778,7,10/07/23
Guangdong Province,1,1,0,353783484,0,1,1,10/07/23
Hamburg,1,1,0,353783484,0,0,0,10/07/23
Haryana,1,1,0,353783484,0,1,1,10/07/23
Hessen,1,1,0,353783484,0,1,1,10/07/23
Ho Chi Minh City,1,1,0,353783484,0,1,1,10/07/23
Ile-de-France,1,1,0,353783484,0,1,1,10/07/23
Illinois,5,5,0,353783484,0,0.8,4,10/07/23
Indiana,0,1,0,353783484,0,1,1,10/07/23
Iowa,1,1,0,353783484,0,1,1,10/07/23
Kansas,3,3,0,353783484,0,0.666666667,2,10/07/23
Kentucky,1,1,0,353783484,0,0,0,10/07/23
Lesser Poland Voivodeship,1,2,0,353783484,0,0,0,10/07/23
Louisiana,2,2,0,353783484,0,0,0,10/07/23
Maharashtra,1,1,0,353783484,0,1,1,10/07/23
Maine,1,1,0,353783484,0,0,0,10/07/23
Manitoba,1,1,0,353783484,0,1,1,10/07/23
Maryland,2,3,0,353783484,0,1,3,10/07/23
Massachusetts,5,6,0,353783484,0,0.666666667,4,10/07/23
Metro Manila,1,1,0,353783484,0,1,1,10/07/23
Michigan,4,5,0,353783484,0,0.4,2,10/07/23
Minnesota,2,2,0,353783484,0,0,0,10/07/23
Mississippi,1,2,0,353783484,0,0.5,1,10/07/23
Missouri,7,7,0,353783484,0,0.714285714,5,10/07/23
Nairobi County,1,2,0,353783484,0,1,2,10/07/23
Nebraska,1,1,0,353783484,0,1,1,10/07/23
Nevada,2,2,0,353783484,0,0.5,1,10/07/23
New Brunswick,0,1,0,353783484,0,0,0,10/07/23
New Jersey,7,7,0,353783484,0,0.714285714,5,10/07/23
New South Wales,2,2,0,353783484,0,0.5,1,10/07/23
New York,12,13,0,353783484,0,0.769230769,10,10/07/23
North Carolina,3,4,0,353783484,0,0.25,1,10/07/23
North Holland,1,1,0,353783484,0,1,1,10/07/23
Northern Cape,1,1,0,353783484,0,1,1,10/07/23
Northern Ireland,1,3,0,353783484,0,0.333333333,1,10/07/23
Nova Scotia,9,9,0,353783484,0,0.6,6,10/07/23
Odisha,1,1,0,353783484,0,0,0,10/07/23
Ohio,2,3,0,353783484,0,0.666666667,2,10/07/23
Oklahoma,2,2,0,353783484,0,1,2,10/07/23
Ontario,263,317,0,353783484,0,0.656836461,245,10/07/23
Oregon,2,2,0,353783484,0,1,2,10/07/23
Pennsylvania,3,3,0,353783484,0,1,3,10/07/23
Prince Edward Island,2,2,0,353783484,0,0,0,10/07/23
Quebec,52,64,0,353783484,0,0.591549296,42,10/07/23
Queensland,2,3,0,353783484,0,0.25,1,10/07/23
Saskatchewan,2,2,0,353783484,0,0.5,1,10/07/23
Saxony,1,1,0,353783484,0,1,1,10/07/23
Scotland,1,1,0,353783484,0,1,1,10/07/23
South Australia,3,3,0,353783484,0,1,3,10/07/23
South Carolina,4,4,0,353783484,0,0.5,2,10/07/23
St. Andrew Parish,1,1,0,353783484,0,1,1,10/07/23
Tennessee,3,3,0,353783484,0,0.333333333,1,10/07/23
Texas,7,7,0,353783484,0,0.571428571,4,10/07/23
Utah,2,2,0,353783484,0,1,2,10/07/23
Uttar Pradesh,0,1,0,353783484,0,0,0,10/07/23
Varna,0,1,0,353783484,0,0,0,10/07/23
Victoria,4,4,0,353783484,0,0.5,2,10/07/23
Viken,1,1,0,353783484,0,1,1,10/07/23
Virginia,10,10,0,353783484,0,0.6,6,10/07/23
Wales,2,2,0,353783484,0,1,2,10/07/23
Wallonia,1,1,0,353783484,0,1,1,10/07/23
Washington,5,5,0,353783484,0,0.6,3,10/07/23
West Bengal,4,4,0,353783484,0,0.75,3,10/07/23
West Java,0,1,0,353783484,0,0,0,10/07/23
West Virginia,1,1,0,353783484,0,0,0,10/07/23
Western Australia,2,2,0,353783484,0,0.5,1,10/07/23
Western Cape,1,1,0,353783484,0,0,0,10/07/23
Wisconsin,4,4,0,353783484,0,0.5,2,10/07/23
Yukon,1,1,0,353783484,0,0,0,10/07/23
(not set),6,7,0,353783484,0,0.428571429,3,11/07/23
Aceh,1,1,0,353783484,0,1,1,11/07/23
Alabama,2,2,0,353783484,0,1,2,11/07/23
Alberta,6,6,0,353783484,0,0.714285714,5,11/07/23
Arizona,2,2,0,353783484,0,1,2,11/07/23
Arkansas,3,3,0,353783484,0,0.666666667,2,11/07/23
Auckland,4,4,0,353783484,0,0.4,2,11/07/23
Australian Capital Territory,2,2,0,353783484,0,1,2,11/07/23
Bacs-Kiskun,1,1,0,353783484,0,1,1,11/07/23
Bavaria,0,1,0,353783484,0,0,0,11/07/23
British Columbia,21,21,0,353783484,0,0.772727273,17,11/07/23
California,10,12,0,353783484,0,0.642857143,9,11/07/23
Central Luzon,1,1,0,353783484,0,1,1,11/07/23
Colorado,3,4,0,353783484,0,0.5,2,11/07/23
Connecticut,1,1,0,353783484,0,0,0,11/07/23
District of Columbia,1,1,0,353783484,0,0,0,11/07/23
England,19,19,0,353783484,0,0.736842105,14,11/07/23
Florida,5,5,0,353783484,0,0.8,4,11/07/23
Georgia,4,4,0,353783484,0,0.8,4,11/07/23
Guanajuato,1,1,0,353783484,0,0.5,1,11/07/23
Guangdong Province,0,1,0,353783484,0,1,2,11/07/23
Guatemala Department,1,1,0,353783484,0,0,0,11/07/23
Haryana,1,1,0,353783484,0,1,1,11/07/23
Hawaii,3,3,0,353783484,0,0.666666667,2,11/07/23
Himachal Pradesh,1,1,0,353783484,0,0,0,11/07/23
Illinois,13,13,0,353783484,0,0.733333333,11,11/07/23
Indiana,3,3,0,353783484,0,0.666666667,2,11/07/23
Iowa,2,3,0,353783484,0,0.333333333,1,11/07/23
Kansas,2,2,0,353783484,0,0.5,1,11/07/23
Karnataka,1,1,0,353783484,0,1,1,11/07/23
Kentucky,4,5,0,353783484,0,0.6,3,11/07/23
Kiambu County,1,1,0,353783484,0,1,1,11/07/23
KwaZulu-Natal,1,1,0,353783484,0,1,1,11/07/23
Maharashtra,2,2,0,353783484,0,1,2,11/07/23
Manitoba,3,4,0,353783484,0,0.5,2,11/07/23
Maryland,2,2,0,353783484,0,0,0,11/07/23
Massachusetts,6,6,0,353783484,0,0.5,3,11/07/23
Michigan,7,7,0,353783484,0,0.571428571,4,11/07/23
Minnesota,8,8,0,353783484,0,0.875,7,11/07/23
Mississippi,1,1,0,353783484,0,0,0,11/07/23
Missouri,3,5,0,353783484,0,0.8,4,11/07/23
Nebraska,1,1,0,353783484,0,1,1,11/07/23
New Brunswick,2,3,0,353783484,0,0.5,2,11/07/23
New Hampshire,1,1,0,353783484,0,1,1,11/07/23
New Jersey,7,7,0,353783484,0,0.714285714,5,11/07/23
New South Wales,3,3,0,353783484,0,0.666666667,2,11/07/23
New York,9,9,0,353783484,0,0.555555556,5,11/07/23
Newfoundland and Labrador,2,3,0,353783484,0,1,3,11/07/23
North Carolina,5,6,0,353783484,0,0.333333333,2,11/07/23
Nova Scotia,2,3,0,353783484,0,0.4,2,11/07/23
Ohio,7,8,0,353783484,0,0.625,5,11/07/23
Ontario,224,286,0,353783484,0,0.664670659,222,11/07/23
Oregon,3,5,0,353783484,0,0.8,4,11/07/23
Pennsylvania,5,5,0,353783484,0,0.4,2,11/07/23
Provence-Alpes-Cote d'Azur,1,1,0,353783484,0,0,0,11/07/23
Quebec,48,62,0,353783484,0,0.691176471,47,11/07/23
Queensland,1,1,0,353783484,0,1,1,11/07/23
Riga,1,1,0,353783484,0,1,1,11/07/23
Riyadh Province,1,1,0,353783484,0,0.5,1,11/07/23
Saskatchewan,4,5,0,353783484,0,0.5,3,11/07/23
Scotland,2,2,0,353783484,0,0.5,1,11/07/23
Setubal,1,1,0,353783484,0,1,1,11/07/23
Sindh,1,1,0,353783484,0,1,1,11/07/23
South Dakota,1,1,0,353783484,0,1,1,11/07/23
St. Andrew Parish,1,1,0,353783484,0,1,1,11/07/23
